question,targets,base_model
"Pierre Paul Jeanpierre (14 March 1912 – 29 May 1958) was a Frenchman, a soldier of legend in the French Foreign Legion who initially served in the French Army, he fought during which war, was between France and the Algerian National Liberation Front, from 1954 to 1962, which led to Algeria gaining its independence from France?",0,1
The debut single from Adelitas Way's debut album is the entrance theme for the bully on a MTV show created by who?,1,1
Cleopas Ncube was ranked highly in the International event named after which American freestyle wrestler?,1,1
Ivar the Boneless had a brother who held what position in the mid-ninth-century?,1,1
Sergeant James B. Bell received what honor for his actions in the war that broke out April 1861 ,0,1
"Randy Newman wrote the country song ""Feels Like Home"" for which multiple award-winning singer?",1,1
"Interstate 80 runs from San Francisco, California to which county of New Jersey?",1,1
Clic is a 1974 album whose music has stylistic similarities with an American composer widely regarded as one of the most influential musicians of what?,0,1
"Finding Giants will also show film from inside the New York Giants draft room from the 2014 NFL Draft, when they selected which American football center born on July 9, 1991?",1,1
Andy Wright was a sound editor for the 2016 war film directed by whom?,1,1
When was the tour of Thea Gilmore's EP that included a traditional Scottish song?,1,1
Who is the oldest of Odessa Grady Clay's two sons?,1,1
"The November 1992 tornado outbreak was a three-day tornado outbreak that struck large parts of the Eastern United States and the Midwestern United States on November 21–23, also sometimes referred to as the Widespread Outbreak, as was as which  was the second-largest tornado outbreak on record for a single 24-hour period, just behind the 2011 Super Outbreak, was called?, ",0,1
Seven Pillars of Wisdom was about the archaeologist who was a liaison during what campaign?,0,1
"What star of Where the Spies Are appeared in ""'Allo 'Allo!""",0,1
"Edward Sedgwick and John Milius, share which common occupations?",0,1
What group does LE rap in?,1,1
What singer began his career as a songwriter and released an album in 2002?,1,1
"The stop motion director who directed ""Coraline"" also co-directed ""James and The Giant Peach"" with what male director?",0,1
"What slogan does the state that has Paul Bunyan Land, go by?",1,1
"Martin Fabinyi is an Australian film and television producer and director, songwriter and screenwriter and has written books on the local rock music scene, his film projects include which 2006 Australian adaptation of William Shakespeare's ""Macbeth""?",0,1
Which magazine is older Woman's Home Companion or The Woman's Viewpoint?,0,1
Where was the magazine publisher based that bought the rights to Retro Gamer from Live Publishing?,1,1
"The 2015–16 UAB Blazers basketball team represented the University of Alabama at Birmingham during the 2015–16 NCAA Division I men's basketball season, they played their home games at which location, as members of Conference USA, a collegiate athletic conference whose member institutions are located within the Southern United States?",1,1
"Who directed a 2000 metafiction horror film written by Steven Katz, and starring John Malkovich, who's original writer of the screen play received a B. A. in English and Art History from Brown University in 1982?",1,1
What was Congressman Gerry Eastman Studds censured for in the year that his congressional district was eliminated?,0,1
"What region of Europe does the mob boss known as Erricone and the boss born January 222, 1862- known as the ""boss of bosses""- hail from?",0,1
"What date did this television program start that has the opening and closing theme music was written by composer who was an American avant-garde composer, pianist, author and inventor and born July 8, 1900?",0,1
"In what year was the college, at which Eric Heenan was educated, founded?",0,1
The Media Merchants were run by an English television presenter best known for work on what programme?,0,1
What group of islands at the juncture of the Bay of Bengal and Andaman Sea is Rose Island a part of?,1,1
"Karl Miles Le Compte was a ten-term Republican U.S. Representative from what U.S. state in the Midwestern United States, bordered by the Mississippi River on the east and the Missouri River and the Big Sioux River on the west?",1,1
What occupation did Cornel Wilde have in common with John M. Stahl?,0,1
When was the On Giants' Shoulders author born?,1,1
In what city was the Rastelli procedure was developed?,1,1
The concert venue The Masquerade is located in the lowest level of a shopping and entertainment district first opened in what year?,1,1
Are The House of Love and Republica from the same country?,0,1
"What was first published, Solarquest or CirKis?",1,1
"What was the debut album of the author of the poem ""A Useless Death"" ?",1,1
"To whom did this WBA heavyweight champion, that Joe Hipp challenged the championship for in 1995 as the first Native American, lose via knockout?",0,1
Are both Michaël Llodra and Ferdi Taygan from the United States?,1,1
In what year did the co-founder of the RedState group blog launch his english-language online magazine?,1,1
"The Northwest Angle, known simply as the Angle by locals, and coextensive with Angle Township, is a part of northern Lake of the Woods County, the unincorporated community of Angle Inlet is a census-designated place (CDP) and unincorporated community in Angle Township, Lake of the Woods County, Minnesota, in which country?",0,1
Who studied law at the University of Melbourne and was married to Zara Bate?,0,1
"Who was born first, Franco Malerba or Wubbo Ockels?",0,1
What type of media does Henry Jackman and The Interview have in common?,1,1
"What is the name of the actress who has appeared in Dr. Alien, 1989 sci-fi comedy film, as well as the cult film ""Repo Man"" and on television as a child actress in ""Little House on the Prairie""?",1,1
Hallalhotsoot and Chief Joseph were famous members of a native American clan from which U.S. state?,1,1
"The 1984 Troy State Trojans football team represented Troy State University during the 1984 NCAA Division II football season, the 1984 team was led by which former American football coach?",0,1
What 1970 American born tennis player won the 1990 ATP Tour World Championships – Singles?,0,1
Between what years could one have ordered the came house as the Evan F. Ellis Farmhouse?,0,1
With which band was Guðmundur Gunnarsson's daughter initially the lead singer ?,0,1
Ocean Beach is a villiage on Fire Island which is located in one of ten towns in Suffold County New York; Where is it located?,1,1
What year did the film Peter Allen's former spouse won an Academy Award for come out?,0,1
What British multinational owns the Holiday Inn in New Dehli?,0,1
"Which year did the quarterback, known by the nickname Kaep, get drafted?",1,1
"Jennifer Capriati and Rick Leach, have which previous occupation in common?",1,1
"Who was a director associated with the Czechoslovak New Wave movement., Carla Garapedian or Jaromil Jireš?",0,1
"Based in Span and Portugal, which tasty breakfast snack features sprinkled sugar and a mixture of ground cinnamon?",1,1
Are Duvalia and Sprekelia both types of plants?,1,1
Jang Yeong-sil is a historical drama television series starring a South Korean actor best known for his role in what 2006 hit drama series? ,0,1
"The actress that played Lucy Bates on the tv series ""Hill Street Blues"" directed what 1992 comedy starring Helen Hunt?",0,1
When did the major battle occur for which Lykele Faber received multiple medals?,1,1
Were the bands Too Much Joy and The Jesus and Mary Chain formed in the same country?,1,1
"Which one of the women's service magazines ""Seven Sisters"" originally published part of Edgar Rice Burroughs' Tarzan the Untamed?",1,1
Ryu Seung-soo was in the 2011 war film directed by whom?,0,1
When was the film featuring Paul Michael Levesque released?,0,1
