question,context,answer,prediction,meteor_score,bleu_score,rouge_1,rouge_l,Accuracy_pred,Accuracy_ref
What battle took place east of the second-largest drainage system on the North American continent?,"The Battle of Munford took place in Munford, Alabama, on Sunday, April 23, 1865, during the raid through the state by 1,500 Union Army cavalrymen under General John T. Croxton, part of the force participating in Wilson's Raid.The Mississippi River is the chief river of the second-largest drainage system on the North American continent, second only to the Hudson Bay drainage system.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
"What high school did NFL quarterback, Heisman winner, and OU football player graduate from?"," Bradford attended Putnam City North High School in Oklahoma City, where he starred in football, basketball and golf.The University of Oklahoma (OU) is a coeducational public research university in Norman, Oklahoma.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
Do both Juniper and Indigofera belong to the cypress family Cupressaceae?,Junipers are coniferous plants in the genus Juniperus of the cypress family Cupressaceae.Indigofera is a large genus of over 750 species of flowering plants belonging to the family Fabaceae.,PASS,FAIL,0,0,0,0,0,0
"What band member that is also a member of the side-project groups Team Sleep was featured on the ""Tempest"" video?","""Tempest"" is the second single by Sacramento, California-based alternative metal band Deftones, from their seventh studio album, ""Koi No Yokan"". The song debuted on PureVolume's official website on October 3, 2012 along with a video featuring band members Chino Moreno and Sergio Vega giving some insight regarding the track. He is also a member of the side-project groups Team Sleep, Crosses, Saudade, and Palms.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
Are both G. K. Chesterton and Jorge Amado from the same country?,"Gilbert Keith Chesterton, KC*SG (29 May 1874 – 14 June 1936), better known as G. K. Chesterton, was an English writer, poet, philosopher, dramatist, journalist, orator, lay theologian, biographer, and literary and art critic.Jorge Leal Amado de Faria (] , 10 August 1912 – 6 August 2001) was a Brazilian writer of the modernist school.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
What form of theater do Sean Pol McGreevy and Mack and Mabel have in common?,"Sean Pol McGreevy (born 11 January 1980) is an Irish actor, singer, composer and musical director best known for Musical Theatre and singing/playing piano in the West End of London.Mack and Mabel is a musical with a book by Michael Stewart and music and lyrics by Jerry Herman.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
What year did the the German composer whose compositions are in The Individualism of Gil Evans die?,"The Individualism of Gil Evans is an album by pianist, conductor, arranger and composer Gil Evans originally released on the Verve label in 1964. It features Evans' big band arrangements of five original compositions (two cowritten with Miles Davis) and compositions by Kurt Weill, Bob Dorough, John Lewis and Willie Dixon.Kurt Julian Weill (March 2, 1900April 3, 1950) was a German composer, active from the 1920s in his native country, and in his later years in the United States.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
"How many times did the star of the film  ""Beau James"" host the Academy Awards show ?"," The musical describes the rise and fall of New York City Mayor Jimmy Walker, whose career was marred by corruption it was a romanticized version of Walker's tenure as mayor as presented in the 1957 film ""Beau James"", starring Bob Hope. In addition to hosting the Academy Awards show nineteen times, more than any other host, he appeared in many stage productions and television roles, and was the author of 14 books.",FAIL,PASS,0,0,0,0,0,0
Rossif Sutherland's half brother earned numerous awards for which show on Fox?,"Rossif Sutherland (born September 25, 1978) is a Canadian actor. He is best known for his portrayal of Jack Bauer on the Fox drama series ""24"" (2001–2010, 2014), for which he earned an Emmy Award, a Golden Globe Award, two Screen Actors Guild Awards and two Satellite Awards.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
Tom Watkins played college football for a team that plays their home games at what stadium?," He played college football at Iowa State. The Cyclones play their home games at Jack Trice Stadium, with a capacity of 61,500.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
Bone carving was used in the casket now on display in what institution?," The Anglo-Saxon Franks Casket is a bone casket imitating earlier ivory ones.The Franks Casket (or the Auzon Casket) is a small Anglo-Saxon whale's bone (not ""whalebone"" in the sense of baleen) chest from the early 8th century, now in the British Museum.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
Are Pierre Bouvier and Chantal Claret both singers?,"Pierre Charles Bouvier {'1': "", '2': "", '3': "", '4': ""} (born 9 May 1979) is a Canadian singer, songwriter, musician, composer and actor who is best known as the lead singer and guitarist of the rock band Simple Plan. She is best known as the lead singer for the rock and power pop band Morningwood.",PASS,FAIL,0,0,0,0,0,0
What actress and model was the mistress to Admiral Haratio Nelson? ," She later became mistress to Admiral Horatio Nelson.Emma, Lady Hamilton (26 April 1765; baptised 12 May 1765 – 15 January 1815), model and actress, is best remembered as the mistress of Lord Nelson and as the muse of George Romney.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
Windows Sound System was developed by a multinational technology company headquartered where?,"Windows Sound System (WSS) was a sound card specification developed by Microsoft released at the end of 1992 for Windows 3.1.Microsoft Corporation ( , abbreviated as MS) is an American multinational technology company with headquarters in Redmond, Washington.",FAIL,PASS,0,0,0,0,0,0
Are Lloyd Kaufman and Víctor Erice both film directors?,"Stanley Lloyd Kaufman, Jr. (born December 30, 1945) is an American film director, producer, screenwriter, and actor.Víctor Erice Aras (] ; born 30 June 1940) is a Spanish film director.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
"The Spanish 1977 Amnesty Law is a law promulgated in 1977, two years after which Spanish general who ruled over Spain as a military dictator from 1939 until his death in 1975?","The Spanish 1977 Amnesty Law is a law promulgated in 1977, two years after dictator Francisco Franco's death, that shields any Franco era crime from being put under trial.Francisco Franco Bahamonde (] ; 4 December 1892 – 20 November 1975) was a Spanish general who ruled over Spain as a military dictator from 1939 until his death in 1975.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
"Which Walt Disney film premiered first, Secretariat or The One and Only, Genuine, Original Family Band?","Secretariat is a 2010 American biographical sports drama film produced and released by Walt Disney Pictures, written by Mike Rich and Sheldon Turner with music by Nick Glennie-Smith and directed by Randall Wallace.The One and Only, Genuine, Original Family Band is a 1968 American musical film from Walt Disney Productions based on a biography by Laura Bower Van Nuys, directed by Michael O'Herlihy, with original music and lyrics by the Sherman Brothers.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
"What county named after the Potawatomi tribe of Native Americans contains the city of Wheaton, Kansas?","Wheaton is a city in Pottawatomie County, Kansas, United States. The county takes its name from the Potawatomi tribe of Native Americans.",FAIL,PASS,0,0,0,0,0,0
"Which year did the quarterback, known by the nickname Kaep, get drafted?","Kaep is a nickname for athlete Colin Kaepernick (although he prefers ""Kap""). After graduating, he was selected by the San Francisco 49ers in the second round of the 2011 NFL Draft.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
Of which West Germanic language was Craig Seymour a professor at the University of Massachusetts Dartmouth?," Seymour was a professor of English at the University of Massachusetts Dartmouth, and is now Associate Professor of Journalism at Northern Illinois University.English is a West Germanic language that was first spoken in early medieval England and is now a global ""lingua franca"".",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
"The actor who played Ann Perkins on NBC's ""Parks and Recreation"", was the executive producer of which romantic comedy television series ?","A to Z is an American romantic comedy television series created by Ben Queen. He served as an executive producer with Rashida Jones and Will McCormack for Warner Bros. She is widely known for playing Ann Perkins on NBC's comedy ""Parks and Recreation"", for which she received acclaim.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
"Who is the author of the novel that had a movie based on it and contained the song ""Thodi Der""?","""Thodi Der"" (English dub: Stay a Little Longer) is a popular song from the soundtrack of the Bollywood film Half Girlfriend.Half Girlfriend is an Indian romantic drama film based on the novel of the same name written by Chetan Bhagat.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
"Fiona Bruce is a British Conservative Party politician, who is the Member of Parliament for which constituency in Cheshire, represented in the House of Commons of the UK Parliament since 2010?","Fiona Claire Bruce (born 26 March 1957) is a British Conservative Party politician who is the Member of Parliament for Congleton, elected at the 2010 general election, and then again in 2015.Congleton is a constituency in Cheshire, represented in the House of Commons of the UK Parliament since 2010 by Fiona Bruce of the Conservative Party.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
Jeremy Theobald and Christoper Nolan share what profession?,"Jeremy Theobald is a British actor best known for his portrayal of ""The Young Man"", the main character in Christopher Nolan's 1998 major picture debut ""Following"", and for which Theobald was also a producer, Filming was scheduled around their day jobs.Christopher Edward Nolan ( ; born 30 July 1970) is an English-American film director, producer, and screenwriter.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
"Who is known for their prolific work in the horror film genre, Valie Export or Gary Sherman?"," Her artistic work includes video installations, body performances, expanded cinema, computer animations, photography, sculptures and publications covering contemporary arts.Gary Sherman (born 1945), is an American film director, screenwriter, and producer from Chicago, Illinois. He is best known for his prolific work in the horror film genre, directing films such as ""Death Line, Dead & Buried"", and ""Poltergeist III"".",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
